transaction_id,fraud_chance,listed_as_suspicious,user_related_suspicion_count,merchant_related_suspicion_count
21320631.0,medium-high,True,2,3
21321270.0,medium-high,True,2,2
21320778.0,medium-high,True,0,2
21320629.0,medium-high,True,7,30
21323281.0,medium-high,True,9,13
21321865.0,medium-high,True,2,2
21323277.0,medium-high,True,0,7
21320655.0,medium-high,True,2,4
21320661.0,medium-high,True,30,30
21323310.0,medium-high,True,0,7
21320669.0,medium-high,True,2,9
21320721.0,medium-high,True,5,11
21320723.0,medium-high,True,0,11
21320714.0,medium-high,True,9,10
21321215.0,medium-high,True,8,0
21323335.0,medium-high,True,3,3
21320725.0,medium-high,True,4,4
21323336.0,medium-high,True,3,3
21320726.0,medium-high,True,5,11
21320710.0,medium-high,True,5,11
21323341.0,medium-high,True,4,13
21320704.0,medium-high,True,4,4
21320727.0,medium-high,True,9,10
21323342.0,medium-high,True,4,13
21320729.0,medium-high,True,5,11
21321939.0,medium-high,True,0,11
21323343.0,medium-high,True,4,13
21320735.0,medium-high,True,9,10
21320697.0,medium-high,True,0,4
21321547.0,medium-high,True,2,11
21321918.0,medium-high,True,3,2
21320688.0,medium-high,True,2,4
21320736.0,medium-high,True,9,10
21322680.0,medium-high,True,5,17
21321235.0,medium-high,True,2,2
21321896.0,medium-high,True,2,4
21321206.0,medium-high,True,2,9
21321931.0,medium-high,True,4,4
21320676.0,medium-high,True,4,8
21321237.0,medium-high,True,30,30
21321200.0,medium-high,True,5,2
21322667.0,medium-high,True,4,17
21322633.0,medium-high,True,0,9
21320899.0,medium-high,True,3,5
21321165.0,medium-high,True,4,5
21323043.0,medium-high,True,0,7
21320981.0,medium-high,True,4,8
21320975.0,medium-high,True,2,5
21323131.0,medium-high,True,2,11
21320970.0,medium-high,True,2,5
21320967.0,medium-high,True,13,14
21320963.0,medium-high,True,13,14
21323032.0,medium-high,True,0,11
21322502.0,medium-high,True,2,2
21322500.0,medium-high,True,4,2
21321090.0,medium-high,True,17,14
21320946.0,medium-high,True,4,5
21320943.0,medium-high,True,2,4
21320941.0,medium-high,True,4,5
21323156.0,medium-high,True,0,11
21322492.0,medium-high,True,2,2
21322491.0,medium-high,True,5,17
21320936.0,medium-high,True,4,5
21321757.0,medium-high,True,0,2
21323119.0,medium-high,True,2,11
21320931.0,medium-high,True,30,30
21321721.0,medium-high,True,4,11
21321656.0,medium-high,True,4,4
21321675.0,medium-high,True,12,9
21323070.0,medium-high,True,0,11
21321029.0,medium-high,True,30,30
21321674.0,medium-high,True,12,2
21321018.0,medium-high,True,2,2
21321666.0,medium-high,True,4,4
21322535.0,medium-high,True,3,4
21321011.0,medium-high,True,7,30
21321008.0,medium-high,True,2,2
21321709.0,medium-high,True,4,11
21321660.0,medium-high,True,4,4
21321002.0,medium-high,True,4,8
21321001.0,medium-high,True,13,14
21321712.0,medium-high,True,4,4
21321658.0,medium-high,True,12,9
21321657.0,medium-high,True,12,2
21322526.0,medium-high,True,3,4
21320994.0,medium-high,True,13,14
21321718.0,medium-high,True,4,11
21323049.0,medium-high,True,12,7
21320799.0,medium-high,True,3,11
21321103.0,medium-high,True,17,14
21321106.0,medium-high,True,17,14
21321822.0,medium-high,True,5,6
21320836.0,medium-high,True,2,4
21322626.0,medium-high,True,5,17
21321149.0,medium-high,True,21,21
21322427.0,medium-high,True,21,21
21320832.0,medium-high,True,4,8
21322627.0,medium-high,True,5,17
21321152.0,medium-high,True,2,5
21321829.0,medium-high,True,4,4
21321154.0,medium-high,True,2,5
21321155.0,medium-high,True,21,21
21322418.0,medium-high,True,21,21
21320820.0,medium-high,True,2,2
21321839.0,medium-high,True,5,6
21320813.0,medium-high,True,3,11
21321845.0,medium-high,True,3,0
21321162.0,medium-high,True,4,5
21321847.0,medium-high,True,2,4
21320803.0,medium-high,True,3,11
21320838.0,medium-high,True,2,4
21322480.0,medium-high,True,4,4
21323230.0,medium-high,True,0,11
21322439.0,medium-high,True,4,17
21320922.0,medium-high,True,6,9
21320916.0,medium-high,True,30,30
21321775.0,medium-high,True,2,0
21321616.0,medium-high,True,2,2
21320907.0,medium-high,True,6,9
21322464.0,medium-high,True,2,6
21322460.0,medium-high,True,0,2
21320885.0,medium-high,True,0,5
21322455.0,medium-high,True,0,11
21321796.0,medium-high,True,30,30
21320881.0,medium-high,True,0,5
21320880.0,medium-high,True,3,5
21320879.0,medium-high,True,3,5
21320878.0,medium-high,True,3,5
21320866.0,medium-high,True,2,2
21323216.0,medium-high,True,3,7
21320859.0,medium-high,True,2,4
21321138.0,medium-high,True,21,21
21323221.0,medium-high,True,0,7
21322437.0,medium-high,True,4,17
21320622.0,medium-high,True,2,3
21320718.0,medium-high,True,9,10
21321503.0,medium-high,True,3,10
21320546.0,medium-high,True,0,5
21320545.0,medium-high,True,0,5
21321456.0,medium-high,True,4,11
21322225.0,medium-high,True,3,5
21321336.0,medium-high,True,0,2
21320533.0,medium-high,True,0,3
21322112.0,medium-high,True,2,5
21320532.0,medium-high,True,0,3
21323563.0,medium-high,True,2,2
21322111.0,medium-high,True,5,6
21320441.0,medium-high,True,4,4
21322221.0,medium-high,True,3,5
21320526.0,medium-high,True,30,7
21322218.0,medium-high,True,8,8
21320522.0,medium-high,True,30,7
21322232.0,medium-high,True,3,4
21322839.0,medium-high,True,5,17
21320432.0,medium-high,True,2,0
21321325.0,medium-high,True,0,2
21321476.0,medium-high,True,2,10
21321309.0,medium-high,True,17,4
21322010.0,medium-high,True,3,2
21321474.0,medium-high,True,2,10
21320426.0,medium-high,True,2,0
21321472.0,medium-high,True,5,10
21321470.0,medium-high,True,4,4
21321316.0,medium-high,True,17,4
21321382.0,medium-high,True,4,8
21322245.0,medium-high,True,0,5
21321467.0,medium-high,True,5,10
21321466.0,medium-high,True,5,10
21322024.0,medium-high,True,3,4
21320560.0,medium-high,True,0,2
21320428.0,medium-high,True,6,9
21321329.0,medium-high,True,0,9
21320424.0,medium-high,True,2,0
21322054.0,medium-high,True,5,5
21321448.0,medium-high,True,5,10
21322177.0,medium-high,True,0,17
21321426.0,medium-high,True,3,10
21322180.0,medium-high,True,0,4
21323533.0,medium-high,True,0,4
21322189.0,medium-high,True,30,30
21321433.0,medium-high,True,3,10
21323537.0,medium-high,True,3,4
21323538.0,medium-high,True,3,4
21323539.0,medium-high,True,3,4
21323540.0,medium-high,True,3,4
21320453.0,medium-high,True,5,0
21320460.0,medium-high,True,30,7
21320454.0,medium-high,True,5,0
21322097.0,medium-high,True,0,2
21322098.0,medium-high,True,0,4
21322198.0,medium-high,True,0,17
21320517.0,medium-high,True,30,30
21322199.0,medium-high,True,3,5
21322201.0,medium-high,True,4,4
21322214.0,medium-high,True,8,8
21322212.0,medium-high,True,8,8
21322061.0,medium-high,True,5,5
21320507.0,medium-high,True,30,30
21322064.0,medium-high,True,5,5
21323506.0,medium-high,True,3,3
21323507.0,medium-high,True,3,3
21323508.0,medium-high,True,3,3
21320498.0,medium-high,True,30,30
21322069.0,medium-high,True,5,5
21321349.0,medium-high,True,6,9
21323555.0,medium-high,True,2,2
21323554.0,medium-high,True,2,2
21321353.0,medium-high,True,6,9
21323518.0,medium-high,True,3,3
21320485.0,medium-high,True,7,30
21321386.0,medium-high,True,4,8
21322116.0,medium-high,True,2,5
21320614.0,medium-high,True,30,30
21321490.0,medium-high,True,2,10
21320411.0,medium-high,True,3,3
21321492.0,medium-high,True,2,10
21321282.0,medium-high,True,7,30
21322787.0,medium-high,True,3,17
21321487.0,medium-high,True,30,30
21321501.0,medium-high,True,3,10
21322134.0,medium-high,True,3,2
21322798.0,medium-high,True,6,17
21320595.0,medium-high,True,4,5
21322135.0,medium-high,True,3,2
21320594.0,medium-high,True,4,5
21322129.0,medium-high,True,3,2
21320405.0,medium-high,True,3,3
21321286.0,medium-high,True,2,2
21322791.0,medium-high,True,12,9
21320406.0,medium-high,True,3,3
21320611.0,medium-high,True,30,7
21322262.0,medium-high,True,2,6
21321502.0,medium-high,True,3,10
21320407.0,medium-high,True,3,3
21322127.0,medium-high,True,5,6
21320796.0,medium,True,5,3
21321136.0,medium,True,13,5
21320865.0,medium,True,2,2
21323391.0,medium,True,4,13
21320494.0,medium,True,4,0
21321244.0,medium,True,17,7
21323174.0,medium,True,5,5
21320840.0,medium,True,0,3
21320790.0,medium,True,0,3
21321585.0,medium,True,4,4
21322076.0,medium,True,5,5
21320531.0,medium,True,3,10
21321146.0,medium,True,3,3
21323154.0,medium,True,3,2
21322446.0,medium,True,6,3
21320784.0,medium,True,9,10
21323153.0,medium,True,3,2
21320843.0,medium,True,5,3
21320781.0,medium,True,9,10
21322084.0,medium,True,2,2
21321623.0,medium,True,7,30
21322831.0,medium,True,6,17
21321636.0,medium,True,0,3
21320853.0,medium,True,2,2
21320529.0,medium,True,5,3
21322406.0,medium,True,8,8
21322698.0,medium,True,8,8
21322210.0,medium,True,0,2
21321287.0,medium,True,17,4
21320654.0,medium,True,2,2
21323244.0,medium,True,0,2
21321345.0,medium,True,5,2
21320511.0,medium,True,7,30
21323497.0,medium,True,0,4
21322620.0,medium,True,8,8
21321157.0,medium,True,3,3
21321250.0,medium,True,30,30
21320518.0,medium,True,30,7
21320528.0,medium,True,5,3
21320659.0,medium,True,2,2
21323100.0,medium,True,0,4
21321027.0,medium,True,2,2
21320539.0,medium,True,3,10
21322619.0,medium,True,8,8
21323058.0,medium,True,4,4
21321340.0,medium,True,5,2
21321528.0,medium,True,0,2
21320637.0,medium,True,2,2
21321028.0,medium,True,2,2
21321450.0,medium,True,2,2
21321277.0,medium,True,0,2
21321449.0,medium,True,4,4
21322411.0,medium,True,5,5
21323264.0,medium,True,2,11
21322795.0,medium,True,4,4
21321733.0,medium,True,21,21
21321732.0,medium,True,0,4
21322818.0,medium,True,3,3
21322682.0,medium,True,4,4
21321463.0,medium,True,9,10
21321133.0,medium,True,3,5
21320977.0,medium,True,3,4
21322181.0,medium,True,7,30
21323127.0,medium,True,4,4
21323461.0,medium,True,4,3
21322157.0,medium,True,4,4
21321506.0,medium,True,9,10
21323459.0,medium,True,4,3
21320980.0,medium,True,3,4
21321713.0,medium,True,30,30
21321544.0,medium,True,0,4
21321908.0,medium,True,4,4
21321483.0,medium,True,5,10
21322578.0,medium,True,4,4
21322341.0,medium,True,3,0
21322342.0,medium,True,0,2
21322013.0,medium,True,4,4
21323332.0,medium,True,0,4
21323195.0,medium,True,5,5
21321542.0,medium,True,21,21
21320888.0,medium,True,30,30
21322786.0,medium,True,6,17
21323443.0,medium,True,4,3
21323189.0,medium,True,5,5
21321131.0,medium,True,2,5
21320542.0,medium,True,3,10
21321130.0,medium,True,2,5
21323178.0,medium,True,5,5
21322038.0,medium,True,2,2
21322525.0,medium,True,12,9
21321004.0,medium,True,3,3
21323190.0,medium,True,5,5
21322504.0,medium,True,4,2
21322718.0,medium,True,6,17
21321204.0,medium,True,0,2
21321086.0,medium,True,2,2
21320960.0,medium,True,30,30
21320962.0,medium,True,3,4
21322616.0,medium,True,8,8
21320702.0,medium,True,30,30
21322509.0,medium,True,2,2
21322233.0,medium,True,0,2
21321477.0,medium,True,5,10
21323442.0,medium,True,4,3
21320886.0,medium,True,2,2
21321485.0,medium,True,21,21
21322036.0,medium,True,2,2
21323192.0,medium,True,5,5
21322562.0,no evidence,False,0,0
21322602.0,no evidence,False,0,0
21322563.0,no evidence,False,0,0
21322558.0,no evidence,False,0,0
21322601.0,no evidence,False,0,0
21322561.0,no evidence,False,0,0
21322608.0,no evidence,False,0,0
21322559.0,no evidence,False,0,0
21322607.0,no evidence,False,0,0
21322606.0,no evidence,False,0,0
21322759.0,no evidence,False,0,0
21322560.0,no evidence,False,0,0
21322603.0,no evidence,False,0,0
21322781.0,no evidence,False,0,0
21322780.0,no evidence,False,0,0
21322779.0,no evidence,False,0,0
21322604.0,no evidence,False,0,0
21322609.0,no evidence,False,0,0
21322605.0,no evidence,False,0,0
21322773.0,no evidence,False,0,0
21322599.0,no evidence,False,0,0
21322767.0,no evidence,False,0,0
21322610.0,no evidence,False,0,0
21322587.0,no evidence,False,0,0
21322586.0,no evidence,False,0,0
21322572.0,no evidence,False,0,0
21322585.0,no evidence,False,0,0
21322584.0,no evidence,False,0,0
21322768.0,no evidence,False,0,0
21322583.0,no evidence,False,0,0
21322582.0,no evidence,False,0,0
21322769.0,no evidence,False,0,0
21322776.0,no evidence,False,0,0
21322770.0,no evidence,False,0,0
21322580.0,no evidence,False,0,0
21322579.0,no evidence,False,0,0
21322577.0,no evidence,False,0,0
21322576.0,no evidence,False,0,0
21322775.0,no evidence,False,0,0
21322575.0,no evidence,False,0,0
21322774.0,no evidence,False,0,0
21322574.0,no evidence,False,0,0
21322573.0,no evidence,False,0,0
21322771.0,no evidence,False,0,0
21322772.0,no evidence,False,0,0
21322581.0,no evidence,False,0,0
21322588.0,no evidence,False,0,0
21322766.0,no evidence,False,0,0
21322589.0,no evidence,False,0,0
21322564.0,no evidence,False,0,0
21322598.0,no evidence,False,0,0
21322565.0,no evidence,False,0,0
21322760.0,no evidence,False,0,0
21322566.0,no evidence,False,0,0
21322597.0,no evidence,False,0,0
21322778.0,no evidence,False,0,0
21322567.0,no evidence,False,0,0
21322568.0,no evidence,False,0,0
21322596.0,no evidence,False,0,0
21322595.0,no evidence,False,0,0
21322761.0,no evidence,False,0,0
21322762.0,no evidence,False,0,0
21322594.0,no evidence,False,0,0
21322763.0,no evidence,False,0,0
21322569.0,no evidence,False,0,0
21322764.0,no evidence,False,0,0
21322593.0,no evidence,False,0,0
21322570.0,no evidence,False,11,0
21322571.0,no evidence,False,0,0
21322592.0,no evidence,False,0,0
21322777.0,no evidence,False,0,0
21322591.0,no evidence,False,0,0
21322590.0,no evidence,False,0,0
21322765.0,no evidence,False,0,0
21322600.0,no evidence,False,0,0
21322758.0,no evidence,False,0,0
21322628.0,no evidence,False,0,0
21322612.0,no evidence,False,0,0
21322719.0,no evidence,False,0,0
21322681.0,no evidence,False,0,0
21322720.0,no evidence,False,0,0
21322679.0,no evidence,False,0,0
21322678.0,no evidence,False,0,0
21322721.0,no evidence,False,0,0
21322677.0,no evidence,False,0,0
21322676.0,no evidence,False,0,0
21322722.0,no evidence,False,0,0
21322675.0,no evidence,False,0,0
21322723.0,no evidence,False,0,0
21322674.0,no evidence,False,0,0
21322673.0,no evidence,False,0,0
21322724.0,no evidence,False,0,0
21322725.0,no evidence,False,0,0
21322671.0,no evidence,False,0,0
21322670.0,no evidence,False,0,0
21322726.0,no evidence,False,0,0
21322727.0,no evidence,False,0,0
21322669.0,no evidence,False,0,0
21322557.0,no evidence,False,0,0
21322728.0,no evidence,False,0,11
21322729.0,no evidence,False,0,0
21322730.0,no evidence,False,0,0
21322731.0,no evidence,False,0,0
21322668.0,no evidence,False,0,0
21322666.0,no evidence,False,0,2
21322732.0,no evidence,False,0,0
21322733.0,no evidence,False,0,0
21322683.0,no evidence,False,0,0
21322684.0,no evidence,False,0,0
21322685.0,no evidence,False,0,0
21322686.0,no evidence,False,0,0
21322709.0,no evidence,False,0,0
21322708.0,no evidence,False,0,0
21322707.0,no evidence,False,0,0
21322706.0,no evidence,False,0,0
21322710.0,no evidence,False,0,0
21322711.0,no evidence,False,0,0
21322705.0,no evidence,False,0,0
21322704.0,no evidence,False,0,0
21322703.0,no evidence,False,0,0
21322702.0,no evidence,False,0,0
21322701.0,no evidence,False,0,0
21322700.0,no evidence,False,0,0
21322699.0,no evidence,False,0,0
21322697.0,no evidence,False,0,0
21322665.0,no evidence,False,0,0
21322696.0,no evidence,False,0,0
21322695.0,no evidence,False,0,0
21322694.0,no evidence,False,0,0
21322713.0,no evidence,False,0,0
21322693.0,no evidence,False,0,0
21322714.0,no evidence,False,0,0
21322715.0,no evidence,False,0,0
21322692.0,no evidence,False,0,0
21322691.0,no evidence,False,0,0
21322716.0,no evidence,False,0,0
21322690.0,no evidence,False,0,0
21322689.0,no evidence,False,0,0
21322688.0,no evidence,False,0,0
21322687.0,no evidence,False,0,0
21322717.0,no evidence,False,0,0
21322712.0,no evidence,False,0,0
21322664.0,no evidence,False,0,0
21322663.0,no evidence,False,0,0
21322734.0,no evidence,False,0,0
21322632.0,no evidence,False,0,0
21322631.0,no evidence,False,0,0
21322630.0,no evidence,False,0,0
21322629.0,no evidence,False,0,0
21322741.0,no evidence,False,0,0
21322742.0,no evidence,False,0,0
21322743.0,no evidence,False,0,0
21322744.0,no evidence,False,0,0
21322625.0,no evidence,False,0,0
21322624.0,no evidence,False,0,0
21322623.0,no evidence,False,0,4
21322745.0,no evidence,False,0,0
21322622.0,no evidence,False,0,0
21322746.0,no evidence,False,0,0
21322634.0,no evidence,False,0,0
21322747.0,no evidence,False,0,0
21322749.0,no evidence,False,0,0
21322618.0,no evidence,False,0,0
21322750.0,no evidence,False,0,0
21322617.0,no evidence,False,0,0
21322751.0,no evidence,False,0,0
21322752.0,no evidence,False,0,0
21322753.0,no evidence,False,0,0
21322754.0,no evidence,False,0,0
21322755.0,no evidence,False,0,0
21322756.0,no evidence,False,0,0
21322615.0,no evidence,False,0,0
21322614.0,no evidence,False,0,0
21322757.0,no evidence,False,0,0
21322613.0,no evidence,False,0,0
21322748.0,no evidence,False,0,0
21322611.0,no evidence,False,0,0
21322635.0,no evidence,False,0,0
21322637.0,no evidence,False,0,0
21322735.0,no evidence,False,0,0
21322662.0,no evidence,False,0,0
21322736.0,no evidence,False,0,0
21322661.0,no evidence,False,0,0
21322660.0,no evidence,False,0,0
21322659.0,no evidence,False,0,0
21322658.0,no evidence,False,0,0
21322657.0,no evidence,False,0,0
21322656.0,no evidence,False,0,0
21322655.0,no evidence,False,0,0
21322737.0,no evidence,False,0,4
21322738.0,no evidence,False,0,0
21322653.0,no evidence,False,0,0
21322652.0,no evidence,False,0,0
21322636.0,no evidence,False,0,0
21322651.0,no evidence,False,0,0
21322649.0,no evidence,False,0,0
21322648.0,no evidence,False,0,0
21322647.0,no evidence,False,0,0
21322646.0,no evidence,False,0,0
21322645.0,no evidence,False,0,0
21322739.0,no evidence,False,0,0
21322644.0,no evidence,False,0,0
21322740.0,no evidence,False,0,0
21322643.0,no evidence,False,0,0
21322642.0,no evidence,False,0,0
21322641.0,no evidence,False,0,0
21322640.0,no evidence,False,0,0
21322639.0,no evidence,False,0,0
21322638.0,no evidence,False,0,0
21322650.0,no evidence,False,0,0
21322556.0,no evidence,False,0,0
21320398.0,no evidence,False,0,3
21322554.0,no evidence,False,0,0
21322280.0,no evidence,False,0,0
21322281.0,no evidence,False,0,0
21322282.0,no evidence,False,0,0
21322283.0,no evidence,False,0,0
21322284.0,no evidence,False,0,0
21322285.0,no evidence,False,0,0
21322286.0,no evidence,False,0,0
21322287.0,no evidence,False,0,0
21322279.0,no evidence,False,0,0
21322288.0,no evidence,False,0,0
21322290.0,no evidence,False,0,0
21322291.0,no evidence,False,0,0
21322292.0,no evidence,False,0,0
21322293.0,no evidence,False,0,0
21322294.0,no evidence,False,0,0
21322295.0,no evidence,False,0,0
21322297.0,no evidence,False,0,0
21322298.0,no evidence,False,0,0
21322289.0,no evidence,False,0,0
21322278.0,no evidence,False,0,0
21322277.0,no evidence,False,0,0
21322276.0,no evidence,False,0,0
21322256.0,no evidence,False,0,0
21322257.0,no evidence,False,0,0
21322258.0,no evidence,False,0,0
21322259.0,no evidence,False,0,0
21322260.0,no evidence,False,0,0
21322261.0,no evidence,False,0,2
21322263.0,no evidence,False,0,0
21322264.0,no evidence,False,0,0
21322265.0,no evidence,False,0,0
21322266.0,no evidence,False,0,0
21322267.0,no evidence,False,0,0
21322268.0,no evidence,False,0,0
21322269.0,no evidence,False,0,0
21322270.0,no evidence,False,0,0
21322271.0,no evidence,False,0,0
21322272.0,no evidence,False,0,0
21322273.0,no evidence,False,0,0
21322274.0,no evidence,False,0,0
21322275.0,no evidence,False,0,0
21322299.0,no evidence,False,0,0
21322255.0,no evidence,False,0,0
21322300.0,no evidence,False,0,0
21322302.0,no evidence,False,0,0
21322327.0,no evidence,False,0,0
21322328.0,no evidence,False,0,0
21322329.0,no evidence,False,0,0
21322330.0,no evidence,False,0,0
21322331.0,no evidence,False,0,0
21322332.0,no evidence,False,0,0
21322333.0,no evidence,False,0,0
21322334.0,no evidence,False,0,0
21322326.0,no evidence,False,0,0
21322335.0,no evidence,False,0,0
21322337.0,no evidence,False,0,0
21322338.0,no evidence,False,0,0
21322339.0,no evidence,False,0,0
21322340.0,no evidence,False,0,0
21322343.0,no evidence,False,0,0
21322344.0,no evidence,False,0,0
21322345.0,no evidence,False,6,0
21322346.0,no evidence,False,0,0
21322336.0,no evidence,False,0,0
21322325.0,no evidence,False,0,0
21322324.0,no evidence,False,0,0
21322323.0,no evidence,False,0,0
21322303.0,no evidence,False,0,0
21322304.0,no evidence,False,0,0
21322305.0,no evidence,False,0,0
21322306.0,no evidence,False,0,0
21322307.0,no evidence,False,0,0
21322308.0,no evidence,False,0,0
21322309.0,no evidence,False,0,0
21322310.0,no evidence,False,0,0
21322312.0,no evidence,False,0,0
21322313.0,no evidence,False,0,0
21322314.0,no evidence,False,0,0
21322315.0,no evidence,False,0,0
21322316.0,no evidence,False,0,0
21322317.0,no evidence,False,0,0
21322318.0,no evidence,False,0,0
21322319.0,no evidence,False,0,0
21322320.0,no evidence,False,0,0
21322321.0,no evidence,False,0,0
21322322.0,no evidence,False,0,0
21322301.0,no evidence,False,0,0
21322254.0,no evidence,False,0,0
21322253.0,no evidence,False,0,0
21322252.0,no evidence,False,0,0
21322171.0,no evidence,False,0,0
21322172.0,no evidence,False,0,0
21322173.0,no evidence,False,0,0
21322174.0,no evidence,False,0,0
21322175.0,no evidence,False,0,0
21322176.0,no evidence,False,0,0
21322178.0,no evidence,False,0,0
21322179.0,no evidence,False,0,0
21322170.0,no evidence,False,0,0
21322182.0,no evidence,False,0,0
21322184.0,no evidence,False,0,0
21322185.0,no evidence,False,0,0
21322186.0,no evidence,False,0,0
21322187.0,no evidence,False,0,5
21322188.0,no evidence,False,0,0
21322190.0,no evidence,False,0,0
21322191.0,no evidence,False,0,0
21322192.0,no evidence,False,0,0
21322183.0,no evidence,False,0,0
21322169.0,no evidence,False,0,0
21322168.0,no evidence,False,0,0
21322167.0,no evidence,False,0,0
21322147.0,no evidence,False,0,0
21322148.0,no evidence,False,0,0
21322149.0,no evidence,False,0,0
21322150.0,no evidence,False,0,0
21322151.0,no evidence,False,0,0
21322152.0,no evidence,False,0,0
21322153.0,no evidence,False,0,0
21322154.0,no evidence,False,0,0
21322155.0,no evidence,False,0,0
21322156.0,no evidence,False,0,0
21322158.0,no evidence,False,0,0
21322159.0,no evidence,False,0,0
21322160.0,no evidence,False,0,0
21322161.0,no evidence,False,0,0
21322162.0,no evidence,False,0,0
21322163.0,no evidence,False,0,0
21322164.0,no evidence,False,0,0
21322165.0,no evidence,False,0,0
21322166.0,no evidence,False,0,0
21322193.0,no evidence,False,0,0
21322194.0,no evidence,False,0,0
21322195.0,no evidence,False,0,0
21322196.0,no evidence,False,0,0
21322230.0,no evidence,False,0,0
21322231.0,no evidence,False,0,0
21322234.0,no evidence,False,0,0
21322235.0,no evidence,False,0,0
21322236.0,no evidence,False,0,0
21322237.0,no evidence,False,0,0
21322238.0,no evidence,False,0,0
21322239.0,no evidence,False,0,0
21322240.0,no evidence,False,0,0
21322241.0,no evidence,False,0,0
21322242.0,no evidence,False,0,0
21322243.0,no evidence,False,0,0
21322244.0,no evidence,False,0,0
21322246.0,no evidence,False,0,0
21322247.0,no evidence,False,0,0
21322248.0,no evidence,False,0,0
21322249.0,no evidence,False,0,0
21322250.0,no evidence,False,0,0
21322251.0,no evidence,False,0,0
21322229.0,no evidence,False,0,0
21322347.0,no evidence,False,0,0
21322228.0,no evidence,False,0,0
21322226.0,no evidence,False,0,0
21322197.0,no evidence,False,0,0
21322202.0,no evidence,False,0,0
21322203.0,no evidence,False,0,2
21322204.0,no evidence,False,0,0
21322205.0,no evidence,False,0,0
21322206.0,no evidence,False,0,0
21322207.0,no evidence,False,0,0
21322208.0,no evidence,False,0,0
21322209.0,no evidence,False,0,0
21322211.0,no evidence,False,0,0
21322213.0,no evidence,False,0,0
21322215.0,no evidence,False,0,0
21322216.0,no evidence,False,0,0
21322217.0,no evidence,False,0,0
21322219.0,no evidence,False,0,0
21322220.0,no evidence,False,0,0
21322222.0,no evidence,False,0,0
21322223.0,no evidence,False,0,0
21322224.0,no evidence,False,0,0
21322227.0,no evidence,False,0,0
21322555.0,no evidence,False,0,0
21322348.0,no evidence,False,0,0
21322350.0,no evidence,False,0,0
21322482.0,no evidence,False,0,0
21322483.0,no evidence,False,0,0
21322484.0,no evidence,False,0,0
21322485.0,no evidence,False,0,0
21322486.0,no evidence,False,0,0
21322487.0,no evidence,False,0,0
21322488.0,no evidence,False,0,0
21322489.0,no evidence,False,0,3
21322481.0,no evidence,False,0,0
21322490.0,no evidence,False,0,0
21322494.0,no evidence,False,0,0
21322495.0,no evidence,False,0,0
21322496.0,no evidence,False,0,0
21322497.0,no evidence,False,0,0
21322498.0,no evidence,False,0,0
21322499.0,no evidence,False,0,0
21322501.0,no evidence,False,0,2
21322503.0,no evidence,False,0,0
